id;color;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
1305;red;6.4;0.64;0.21;1.8;0.081;14;31;0.99689;3.59;0.66;9.8;5
1306;red;7.9;0.31;0.32;1.9;0.066;14;36;0.99364;3.41;0.56;12.6;6
1307;red;6.1;0.32;0.25;2.3;0.071;23;58;0.99633;3.42;0.97;10.6;5
1308;white;6.2;0.3;0.32;1.3;0.054;27;183;0.99266;3.3;0.43;10.1;5
1309;white;8.5;0.26;0.21;16.2;0.074;41;197;0.998;3.02;0.5;9.8;3
1310;red;6.8;0.785;0;2.4;0.104;14;30;0.9966;3.52;0.55;10.7;6
1311;red;7.3;0.365;0.49;2.5;0.088;39;106;0.9966;3.36;0.78;11;5
1312;red;7.2;0.49;0.18;2.7;0.069;13;34;0.9967;3.29;0.48;9.2;6
1313;white;6.5;0.28;0.35;15.4;0.042;55;195;0.9978;3.23;0.5;9.6;6
1314;white;6.4;0.35;0.21;2.1;0.051;46;171;0.9932;3.16;0.5;9.5;5
1315;white;7.5;0.13;0.38;1.1;0.023;42;104;0.99112;3.28;0.53;11.8;6
1316;white;7;0.48;0.12;4.5;0.05;23;86;0.99398;2.86;0.35;9;5
1317;white;6.6;0.3;0.25;8;0.036;21;124;0.99362;3.06;0.38;10.8;6
1318;red;7.9;0.4;0.3;1.8;0.157;2;45;0.99727;3.31;0.91;9.5;6
1319;red;11.9;0.39;0.69;2.8;0.095;17;35;0.9994;3.1;0.61;10.8;6
1320;red;10.7;0.4;0.48;2.1;0.125;15;49;0.998;3.03;0.81;9.7;6
1321;white;7.3;0.19;0.24;6.3;0.054;34;231;0.9964;3.36;0.54;10;6
1322;white;7.1;0.21;0.35;2.5;0.04;41;186;0.99128;3.32;0.56;12.5;6
1323;red;6;0.51;0;2.1;0.064;40;54;0.995;3.54;0.93;10.7;6
1324;white;5.9;0.23;0.28;8.6;0.046;37;142;0.99432;3.23;0.53;10.6;6
1325;red;7.5;0.63;0.12;5.1;0.111;50;110;0.9983;3.26;0.77;9.4;5
1326;white;7.1;0.33;0.18;6.3;0.094;27;166;0.99474;2.9;0.49;9.5;5
1327;white;6.3;0.25;0.23;14.9;0.039;47;142;0.99705;3.14;0.35;9.7;6
1328;red;5;0.38;0.01;1.6;0.048;26;60;0.99084;3.7;0.75;14;6
1329;red;7.2;0.37;0.32;2;0.062;15;28;0.9947;3.23;0.73;11.3;7
1330;red;9.6;0.68;0.24;2.2;0.087;5;28;0.9988;3.14;0.6;10.2;5
1331;red;10.4;0.26;0.48;1.9;0.066;6;10;0.99724;3.33;0.87;10.9;6
1332;white;6.8;0.28;0.34;7.5;0.035;34;177;0.99692;3.33;0.43;9.1;5
1333;red;10.3;0.53;0.48;2.5;0.063;6;25;0.9998;3.12;0.59;9.3;6
1334;red;7.8;0.57;0.31;1.8;0.069;26;120;0.99625;3.29;0.53;9.3;5
1335;red;9.5;0.37;0.52;2;0.082;6;26;0.998;3.18;0.51;9.5;5
1336;white;6;0.26;0.29;1;0.032;27;96;0.9896;3.38;0.44;12.3;6
1337;white;5;0.255;0.22;2.7;0.043;46;153;0.99238;3.75;0.76;11.3;6
1338;white;7.3;0.21;0.29;1.6;0.034;29;118;0.9917;3.3;0.5;11;8
1339;red;11.4;0.26;0.44;3.6;0.071;6;19;0.9986;3.12;0.82;9.3;6
1340;white;6.6;0.285;0.49;11.4;0.035;57;137;0.99732;3.08;0.54;8.9;6
1341;red;7.8;0.34;0.37;2;0.082;24;58;0.9964;3.34;0.59;9.4;6
1342;white;7.2;0.24;0.29;2.2;0.037;37;102;0.992;3.27;0.64;11;7
1343;white;5.8;0.22;0.29;1.3;0.036;25;68;0.98865;3.24;0.35;12.6;6
1344;white;5.9;0.28;0.39;1.4;0.031;47;147;0.98836;3.08;0.64;12.9;7
1345;white;8.6;0.33;0.34;11.8;0.059;42;240;0.99882;3.17;0.52;10;6
1346;white;5.4;0.595;0.1;2.8;0.042;26;80;0.9932;3.36;0.38;9.3;5
1347;red;7.1;0.47;0;2.2;0.067;7;14;0.99517;3.4;0.58;10.9;4
1348;red;6.6;0.66;0;3;0.115;21;31;0.99629;3.45;0.63;10.3;5
1349;white;6.3;0.21;0.28;1.5;0.051;46;142;0.9928;3.23;0.42;10.1;6
1350;white;6.6;0.56;0.16;3.1;0.045;28;92;0.994;3.12;0.35;9.1;6
1351;white;7.2;0.36;0.36;5.7;0.038;26;98;0.9914;2.93;0.59;12.5;7
1352;white;6;0.33;0.26;5.1;0.051;16;119;0.99416;3.15;0.41;9.2;5
1353;red;7.4;0.55;0.19;1.8;0.082;15;34;0.99655;3.49;0.68;10.5;5
1354;red;6.8;0.815;0;1.2;0.267;16;29;0.99471;3.32;0.51;9.8;3
1355;red;6.2;0.64;0.09;2.5;0.081;15;26;0.99538;3.57;0.63;12;5
1356;white;7.1;0.2;0.36;11.6;0.042;45;124;0.997;2.92;0.59;9.5;7
1357;white;6.5;0.23;0.25;17.3;0.046;15;110;0.99828;3.15;0.42;9.2;6
1358;white;6.8;0.11;0.27;8.6;0.044;45;104;0.99454;3.2;0.37;9.9;6
1359;white;6.6;0.38;0.29;2.9;0.035;15;101;0.98916;3.04;0.37;12.5;6
1360;white;5.8;0.32;0.31;2.7;0.049;25;153;0.99067;3.44;0.73;12.2;7
1361;white;9.8;0.36;0.46;10.5;0.038;4;83;0.9956;2.89;0.3;10.1;4
1362;red;8.3;0.65;0.1;2.9;0.089;17;40;0.99803;3.29;0.55;9.5;5
1363;white;6.8;0.17;0.32;1.4;0.04;35;106;0.99026;3.16;0.66;12;5
1364;white;6;0.395;0;1.4;0.042;7;55;0.99135;3.37;0.38;11.2;4
1365;white;6.3;0.33;0.27;1.2;0.046;34;175;0.9934;3.37;0.54;9.4;6
1366;red;9.9;0.5;0.24;2.3;0.103;6;14;0.9978;3.34;0.52;10;4
1367;red;11.3;0.36;0.66;2.4;0.123;3;8;0.99642;3.2;0.53;11.9;6
1368;white;7.3;0.17;0.36;8.2;0.028;44;111;0.99272;3.14;0.41;12.4;6
1369;red;10.6;0.31;0.49;2.5;0.067;6;21;0.9987;3.26;0.86;10.7;6
1370;white;7.7;0.26;0.31;1.3;0.043;47;155;0.9937;3.42;0.5;10.1;6
1371;red;7.1;0.27;0.6;2.1;0.074;17;25;0.99814;3.38;0.72;10.6;6
1372;white;8.8;0.33;0.36;2.1;0.034;19;125;0.99166;2.96;0.98;12.7;6
1373;red;8.1;0.78;0.23;2.6;0.059;5;15;0.997;3.37;0.56;11.3;5
1374;red;11.2;0.4;0.5;2;0.099;19;50;0.99783;3.1;0.58;10.4;5
1375;white;8.3;0.2;0.74;4.45;0.044;33;130;0.9924;3.25;0.42;12.2;6
1376;white;10.2;0.44;0.88;6.2;0.049;20;124;0.9968;2.99;0.51;9.9;4
1377;white;6;0.33;0.2;1.8;0.031;49;159;0.9919;3.41;0.53;11;6
1378;white;6.5;0.14;0.33;7.6;0.05;53;189;0.9966;3.25;0.49;8.6;5
1379;white;5.7;0.265;0.28;6.9;0.036;46;150;0.99299;3.36;0.44;10.8;7
1380;red;8.2;0.24;0.34;5.1;0.062;8;22;0.9974;3.22;0.94;10.9;6
1381;white;6.4;0.12;0.3;1.1;0.031;37;94;0.98986;3.01;0.56;11.7;6
1382;white;6.3;0.3;0.24;6.6;0.04;38;141;0.995;3.22;0.47;9.5;5
1383;white;6;0.28;0.27;15.5;0.036;31;134;0.99408;3.19;0.44;13;7
1384;white;6.8;0.19;0.58;14.2;0.038;51;164;0.9975;3.12;0.48;9.6;6
1385;white;7.1;0.24;0.41;17.8;0.046;39;145;0.9998;3.32;0.39;8.7;5
1386;white;7.2;0.19;0.31;6.3;0.034;17;103;0.99305;3.15;0.52;11.4;7
1387;white;5.7;0.23;0.28;9.65;0.025;26;121;0.9925;3.28;0.38;11.3;6
1388;red;6.2;0.52;0.08;4.4;0.071;11;32;0.99646;3.56;0.63;11.6;6
1389;red;6.6;0.57;0.02;2.1;0.115;6;16;0.99654;3.38;0.69;9.5;5
1390;red;8;0.42;0.32;2.5;0.08;26;122;0.99801;3.22;1.07;9.7;5
1391;white;6.1;0.25;0.28;10;0.055;56;131;0.994;3.22;0.35;10.9;6
1392;white;6.7;0.28;0.34;8.9;0.048;32;111;0.99455;3.25;0.54;11;7
1393;white;7.6;0.28;0.49;20.15;0.06;30;145;1.00196;3.01;0.44;8.5;5
1394;white;6.9;0.4;0.37;8.9;0.053;36;148;0.996;3.16;0.5;9.3;5
1395;white;9.7;0.24;0.49;4.9;0.032;3;18;0.99368;2.85;0.54;10;6
1396;white;6.6;0.23;0.3;14.9;0.051;33;118;0.99835;3.04;0.54;9;6
1397;white;6.7;0.23;0.26;1.4;0.06;33;154;0.9934;3.24;0.56;9.5;6
1398;white;6.6;0.17;0.35;2.6;0.03;33;78;0.99146;3.22;0.72;11.3;6
1399;white;6.2;0.35;0.29;7.3;0.044;56;244;0.9956;3.36;0.55;10;6
1400;white;7.3;0.28;0.43;1.7;0.08;21;123;0.9905;3.19;0.42;12.8;5
1401;white;6.6;0.16;0.21;6.7;0.055;43;157;0.99384;3.15;0.52;10.8;6
1402;white;5.9;0.17;0.3;1.4;0.042;25;119;0.9931;3.68;0.72;10.5;6
1403;white;6.8;0.2;0.27;1.2;0.034;19;68;0.9902;3.14;0.37;11.7;4
1404;red;8.3;0.31;0.39;2.4;0.078;17;43;0.99444;3.31;0.77;12.5;7
1405;red;6.7;0.62;0.21;1.9;0.079;8;62;0.997;3.52;0.58;9.3;6
1406;red;6.9;0.45;0.11;2.4;0.043;6;12;0.99354;3.3;0.65;11.4;6
1407;red;9.1;0.3;0.41;2;0.068;10;24;0.99523;3.27;0.85;11.7;7
1408;white;7.6;0.37;0.51;11.7;0.094;58;181;0.99776;2.91;0.51;9;5
1409;white;6.4;0.15;0.29;1.8;0.044;21;115;0.99166;3.1;0.38;10.2;5
1410;red;8.4;0.715;0.2;2.4;0.076;10;38;0.99735;3.31;0.64;9.4;5
1411;white;7.6;0.39;0.46;11.7;0.084;55;170;0.99773;2.91;0.51;9;5
1412;white;5.6;0.19;0.39;1.1;0.043;17;67;0.9918;3.23;0.53;10.3;6
1413;white;6.4;0.18;0.74;11.9;0.046;54;168;0.9978;3.58;0.68;10.1;5
1414;white;6.4;0.23;0.35;4.6;0.039;43;147;0.99216;3.18;0.4;11;7
1415;white;7.2;0.4;0.62;10.8;0.041;70;189;0.9976;3.08;0.49;8.6;4
1416;white;6.4;0.26;0.25;10.7;0.046;66;179;0.99606;3.17;0.55;9.9;6
1417;white;7.4;0.3;0.22;1.4;0.046;16;135;0.9928;3.08;0.77;10.4;7
1418;white;6.5;0.33;0.38;2.5;0.047;30;148;0.98964;3.17;0.43;12.7;6
1419;white;6.6;0.12;0.25;1.4;0.039;21;131;0.99114;3.2;0.45;11.2;7
1420;white;6.5;0.19;0.34;1.6;0.029;39;116;0.98954;3.21;0.68;12.5;6
1421;red;6.9;0.74;0.03;2.3;0.054;7;16;0.99508;3.45;0.63;11.5;6
1422;white;4.8;0.225;0.38;1.2;0.074;47;130;0.99132;3.31;0.4;10.3;6
1423;white;6.1;0.6;0.12;1.8;0.05;11;76;0.99268;3.42;0.48;10.4;4
1424;red;7;0.78;0.08;2;0.093;10;19;0.9956;3.4;0.47;10;5
1425;white;8.1;0.34;0.28;7.5;0.04;70;230;0.99558;3.14;0.55;9.8;6
1426;white;8.1;0.46;0.31;1.7;0.052;50;183;0.9923;3.03;0.42;11.2;5
1427;white;7.4;0.3;0.22;5.25;0.053;33;180;0.9926;3.13;0.45;11.6;6
1428;white;7.6;0.14;0.74;1.6;0.04;27;103;0.9916;3.07;0.4;10.8;7
1429;red;7.8;0.56;0.19;1.8;0.104;12;47;0.9964;3.19;0.93;9.5;5
1430;white;9.3;0.34;0.49;7.3;0.052;30;146;0.998;3.17;0.61;10.2;5
1431;white;7.8;0.3;0.29;16.85;0.054;23;135;0.9998;3.16;0.38;9;6
1432;white;6;0.2;0.38;1.3;0.034;37;104;0.98865;3.11;0.52;12.7;6
1433;red;7.5;0.61;0.2;1.7;0.076;36;60;0.99494;3.1;0.4;9.3;5
1434;white;9.1;0.33;0.38;1.7;0.062;50.5;344;0.9958;3.1;0.7;9.5;5
1435;white;7.4;0.25;0.37;13.5;0.06;52;192;0.9975;3;0.44;9.1;5
1436;white;6.4;0.29;0.32;2.4;0.014;34;89;0.99008;3.24;0.66;12.5;7
1437;white;5.6;0.12;0.26;4.3;0.038;18;97;0.99477;3.36;0.46;9.2;5
1438;red;8.9;0.22;0.48;1.8;0.077;29;60;0.9968;3.39;0.53;9.4;6
1439;red;8.2;0.28;0.4;2.4;0.052;4;10;0.99356;3.33;0.7;12.8;7
1440;white;7.1;0.21;0.31;3.8;0.021;40;142;0.99215;3.17;0.39;10.8;7
1441;white;8.5;0.15;0.49;1.5;0.031;17;122;0.9932;3.03;0.4;10.3;6
1442;white;6.9;0.33;0.28;1.3;0.051;37;187;0.9927;3.27;0.6;10.3;5
1443;white;6.2;0.25;0.25;1.4;0.03;35;105;0.9912;3.3;0.44;11.1;7
1444;white;6.4;0.16;0.22;1.4;0.04;41;149;0.9933;3.49;0.58;10;6
1445;white;5.6;0.2;0.22;1.3;0.049;25;155;0.99296;3.74;0.43;10;5
1446;white;7;0.34;0.1;3.5;0.044;17;63;0.9937;3.01;0.39;9.2;5
1447;white;5.2;0.285;0.29;5.15;0.035;64;138;0.9895;3.19;0.34;12.4;8
1448;white;6;0.25;0.28;2.2;0.026;54;126;0.9898;3.43;0.65;12.9;8
1449;white;6.6;0.2;0.27;10.9;0.038;29;130;0.99496;3.11;0.44;10.5;7
1450;white;7.2;0.25;0.28;14.4;0.055;55;205;0.9986;3.12;0.38;9;7
1451;red;9.7;0.32;0.54;2.5;0.094;28;83;0.9984;3.28;0.82;9.6;5
1452;red;7.1;0.53;0.07;1.7;0.071;15;24;0.9951;3.29;0.66;10.8;6
1453;white;6.7;0.3;0.35;1.4;0.18;36;160;0.9937;3.11;0.54;9.4;6
1454;white;5.6;0.175;0.29;0.8;0.043;20;67;0.99112;3.28;0.48;9.9;6
1455;white;7.7;0.34;0.58;11.1;0.039;41;151;0.9978;3.06;0.49;8.6;5
1456;red;8;0.715;0.22;2.3;0.075;13;81;0.99688;3.24;0.54;9.5;6
1457;red;8.7;0.69;0.31;3;0.086;23;81;1.0002;3.48;0.74;11.6;6
1458;white;6.6;0.33;0.41;2;0.027;14;79;0.99063;3.27;0.63;12.4;6
1459;red;10.5;0.51;0.64;2.4;0.107;6;15;0.9973;3.09;0.66;11.8;7
1460;white;7.6;0.1;0.33;1;0.031;33;93;0.99094;3.06;0.68;11.2;6
1461;white;5.9;0.22;0.18;6.4;0.041;28;120;0.99403;3.27;0.5;9.9;5
1462;white;7.6;0.33;0.41;13.7;0.045;44;197;0.9989;3.18;0.64;9.1;5
1463;white;7.3;0.25;0.41;1.8;0.037;52;165;0.9911;3.29;0.39;12.2;7
1464;red;10.2;0.24;0.49;2.4;0.075;10;28;0.9978;3.14;0.61;10.4;5
1465;white;5.5;0.14;0.27;4.6;0.029;22;104;0.9949;3.34;0.44;9;5
1466;red;7.4;0.68;0.16;1.8;0.078;12;39;0.9977;3.5;0.7;9.9;6
1467;white;7.5;0.32;0.24;4.6;0.053;8;134;0.9958;3.14;0.5;9.1;3
1468;red;10.3;0.44;0.5;4.5;0.107;5;13;0.998;3.28;0.83;11.5;5
1469;white;6.6;0.32;0.22;16.7;0.046;38;133;0.9979;3.22;0.67;10.4;6
1470;red;11.9;0.58;0.66;2.5;0.072;6;37;0.9992;3.05;0.56;10;5
1471;white;7.6;0.27;0.34;5;0.04;18;56;0.99084;3.06;0.48;12.4;6
1472;white;6.7;0.16;0.32;12.5;0.035;18;156;0.99666;2.88;0.36;9;6
1473;red;7.2;0.695;0.13;2;0.076;12;20;0.99546;3.29;0.54;10.1;5
1474;red;7.1;0.31;0.3;2.2;0.053;36;127;0.9965;2.94;1.62;9.5;5
1475;red;8;0.48;0.34;2.2;0.073;16;25;0.9936;3.28;0.66;12.4;6
1476;red;7.8;0.59;0.33;2;0.074;24;120;0.9968;3.25;0.54;9.4;5
1477;white;6.8;0.26;0.29;16.95;0.056;48;179;0.9998;3.45;0.4;9.6;5
1478;red;10.6;0.5;0.45;2.6;0.119;34;68;0.99708;3.23;0.72;10.9;6
1479;red;6;0.5;0;1.4;0.057;15;26;0.99448;3.36;0.45;9.5;5
1480;white;9.3;0.31;0.49;1.3;0.042;34;147;0.9948;3.11;0.46;9.8;5
1481;white;6.3;0.24;0.55;8.1;0.04;67;216;0.99596;3.24;0.5;9.2;5
1482;white;7.1;0.2;0.35;3.2;0.034;21;107;0.99195;3.11;0.54;11.1;6
1483;white;6.8;0.14;0.18;1.4;0.047;30;90;0.99164;3.27;0.54;11.2;6
1484;white;6.3;0.26;0.21;4;0.03;24;125;0.9915;3.06;0.34;10.7;6
1485;red;9.8;0.66;0.39;3.2;0.083;21;59;0.9989;3.37;0.71;11.5;7
1486;white;6.4;0.14;0.28;7.9;0.057;21;82;0.99425;3.26;0.36;10;6
1487;white;7.3;0.3;0.33;2.3;0.043;28;125;0.99084;3.34;0.44;12.6;7
1488;white;6.2;0.38;0.42;2.5;0.038;34;117;0.99132;3.36;0.59;11.6;7
1489;white;6.4;0.28;0.36;1.3;0.053;28;186;0.99211;3.31;0.45;10.8;5
1490;white;5.6;0.32;0.33;7.4;0.037;25;95;0.99268;3.25;0.49;11.1;6
1491;white;8.3;0.15;0.39;1.3;0.055;32;146;0.993;3.08;0.39;10.5;6
1492;white;6.7;0.24;0.33;12.3;0.046;31;145;0.9983;3.36;0.4;9.5;5
1493;white;6.2;0.39;0.24;4.8;0.037;45;138;0.99174;3.23;0.43;11.2;7
1494;white;8.5;0.24;0.39;10.4;0.044;20;142;0.9974;3.2;0.53;10;6
1495;red;8.2;0.39;0.49;2.3;0.099;47;133;0.9979;3.38;0.99;9.8;5
1496;red;8.3;0.43;0.3;3.4;0.079;7;34;0.99788;3.36;0.61;10.5;5
1497;white;6.4;0.37;0.49;13.3;0.045;53;243;0.9982;3.14;0.48;8.5;6
1498;white;8.2;0.23;0.29;1.8;0.047;47;187;0.9933;3.13;0.5;10.2;6
1499;red;12.5;0.56;0.49;2.4;0.064;5;27;0.9999;3.08;0.87;10.9;5
1500;white;6.3;0.18;0.36;1.2;0.034;26;111;0.99074;3.16;0.51;11;6
1501;white;6.5;0.46;0.31;5;0.027;15;72;0.99165;3.26;0.6;11.5;7
1502;white;8.1;0.31;0.36;8.2;0.028;29;142;0.9925;3.01;0.34;13;7
1503;white;7;0.24;0.26;1.7;0.041;31;110;0.99142;3.2;0.53;11;6
1504;white;7.6;0.3;0.27;10.6;0.039;31;119;0.99815;3.27;0.3;9.3;6
1505;red;8;0.6;0.08;2.6;0.056;3;7;0.99286;3.22;0.37;13;5
1506;white;7.5;0.35;0.28;9.6;0.051;26;157;0.9969;3.12;0.53;9.2;6
1507;white;7.4;0.19;0.3;12.8;0.053;48.5;229;0.9986;3.14;0.49;9.1;7
1508;white;5;0.33;0.23;11.8;0.03;23;158;0.99322;3.41;0.64;11.8;6
1509;white;6.7;0.26;0.49;8.1;0.052;48;197;0.99558;3.19;0.48;9.5;5
1510;white;6.1;0.41;0.2;12.6;0.032;54;136;0.99516;2.91;0.43;10.6;6
1511;white;6.4;0.18;0.31;1.6;0.049;36;127;0.9934;3.6;0.67;10.4;7
1512;white;6.2;0.29;0.26;13.1;0.046;55;204;0.99745;3.16;0.41;9.6;6
1513;white;7.6;0.25;1.23;4.6;0.035;51;294;0.99018;3.03;0.43;13.1;6
1514;white;7.5;0.14;0.74;1.6;0.035;21;126;0.9933;3.26;0.45;10.2;6
1515;white;7.7;0.35;0.46;11.8;0.088;61;183;0.99786;2.86;0.47;9;5
1516;white;6.9;0.21;0.62;6.3;0.042;7;109;0.99358;2.96;0.59;10.2;6
1517;white;7.3;0.22;0.5;13.7;0.049;56;189;0.9994;3.24;0.66;9;6
1518;white;6.2;0.255;0.27;1.3;0.037;30;86;0.98834;3.05;0.59;12.9;7
1519;red;7.7;0.43;0.25;2.6;0.073;29;63;0.99615;3.37;0.58;10.5;6
1520;red;7.4;0.785;0.19;5.2;0.094;19;98;0.99713;3.16;0.52;9.6;6
1521;red;6.6;0.39;0.49;1.7;0.07;23;149;0.9922;3.12;0.5;11.5;6
1522;red;8.9;0.24;0.39;1.6;0.074;3;10;0.99698;3.12;0.59;9.5;6
1523;white;7.1;0.43;0.25;2.8;0.036;43;132;0.98975;3.21;0.47;13.4;6
1524;white;6.6;0.26;0.22;18.15;0.05;23;139;0.99904;3.06;0.5;9.2;5
1525;white;7.1;0.18;0.49;1.3;0.033;12;72;0.99072;3.05;0.53;11.3;7
1526;white;6.2;0.2;0.26;1.1;0.047;42;119;0.99158;3.48;0.6;11;7
1527;white;6.4;0.3;0.51;5.5;0.048;62;172;0.9942;3.08;0.45;9.1;6
1528;white;6;0.39;0.17;12;0.046;65;246;0.9976;3.15;0.38;9;6
1529;white;6.9;0.29;0.23;8.6;0.056;56;215;0.9967;3.17;0.44;8.8;5
1530;white;6.9;0.19;0.35;6.9;0.045;51;125;0.9933;3.1;0.44;10.7;7
1531;white;7.4;0.16;0.3;13.7;0.056;33;168;0.99825;2.9;0.44;8.7;7
1532;white;6;0.14;0.37;1.2;0.032;63;148;0.99185;3.32;0.44;11.2;5
1533;white;7.1;0.26;0.3;2;0.031;13;128;0.9917;3.19;0.49;11.4;5
1534;red;6.9;0.52;0.25;2.6;0.081;10;37;0.99685;3.46;0.5;11;5
1535;white;7.5;0.33;0.36;2.6;0.051;26;126;0.99097;3.32;0.53;12.7;6
1536;white;6.6;0.2;0.27;10.9;0.038;29;130;0.99496;3.11;0.44;10.5;7
1537;red;10.2;0.44;0.42;2;0.071;7;20;0.99566;3.14;0.79;11.1;7
1538;white;7.2;0.22;0.28;7.2;0.06;41;132;0.9935;3.08;0.59;11.3;6
1539;white;6.2;0.25;0.44;15.8;0.057;39;167;0.99804;3.14;0.51;9.2;5
1540;white;6.2;0.38;0.18;7.4;0.095;28;195;0.99773;3.53;0.71;9.2;4
1541;white;7.5;0.28;0.41;1.3;0.044;11;126;0.99293;3.28;0.45;10.3;5
1542;white;7.9;0.35;0.36;1.6;0.038;11;124;0.9928;3.25;0.48;11;5
1543;white;7;0.2;0.34;5.7;0.035;32;83;0.9928;3.19;0.46;11.5;6
1544;white;8.3;0.22;0.38;14.8;0.054;32;126;1.0002;3.22;0.5;9.7;5
1545;white;8.5;0.17;0.31;1;0.024;13;91;0.993;2.79;0.37;10.1;5
1546;white;7.4;0.31;0.26;8.6;0.048;47;206;0.9964;3.26;0.36;9.1;5
1547;red;6.4;0.39;0.33;3.3;0.046;12;53;0.99294;3.36;0.62;12.2;6
1548;red;7.3;0.74;0.08;1.7;0.094;10;45;0.99576;3.24;0.5;9.8;5
1549;white;9.5;0.21;0.47;1.3;0.039;21;123;0.9959;2.9;0.64;9.5;5
1550;white;7.4;0.33;0.26;2.6;0.04;29;115;0.9913;3.07;0.52;11.8;7
1551;white;6;0.28;0.25;1.8;0.042;8;108;0.9929;3.08;0.55;9;5
1552;white;6.4;0.16;0.28;2.2;0.042;33;93;0.9914;3.31;0.43;11.1;6
1553;white;7.8;0.23;0.28;4.75;0.042;45;166;0.9928;2.96;0.4;11.5;5
1554;white;6.6;0.42;0.33;2.8;0.034;15;85;0.99;3.28;0.51;13.4;6
1555;white;6.6;0.32;0.41;7.2;0.048;55;178;0.99537;3.2;0.46;9.4;5
1556;white;6.4;0.28;0.56;1.7;0.156;49;106;0.99354;3.1;0.37;9.2;6
1557;white;5.3;0.36;0.27;6.3;0.028;40;132;0.99186;3.37;0.4;11.6;6
1558;white;6.9;0.19;0.39;8;0.028;22;84;0.994;3.11;0.66;10.8;6
1559;red;7.3;0.695;0;2.5;0.075;3;13;0.998;3.49;0.52;9.2;5
1560;white;6.1;0.36;0.58;15;0.044;42;115;0.9978;3.15;0.51;9;5
1561;white;5.7;0.22;0.22;16.65;0.044;39;110;0.99855;3.24;0.48;9;6
1562;red;6.4;0.37;0.25;1.9;0.074;21;49;0.9974;3.57;0.62;9.8;6
1563;white;7.7;0.26;0.4;1.1;0.042;9;60;0.9915;2.89;0.5;10.6;5
1564;white;6.1;0.24;0.25;1.6;0.044;24;115;0.9921;3.39;0.59;10.9;6
1565;white;6.7;0.42;0.46;9.7;0.054;67;234;0.99848;3.23;0.5;9;5
1566;white;6.4;0.15;0.25;7.8;0.05;13;68;0.99394;3.16;0.4;9.9;6
1567;white;7.7;0.3;0.42;14.3;0.045;45;213;0.9991;3.18;0.63;9.2;5
1568;white;6.3;0.29;0.14;7.05;0.045;50;177;0.99564;3.23;0.42;9;5
1569;white;7.3;0.31;0.69;10.2;0.041;58;160;0.9977;3.06;0.45;8.6;5
1570;white;5.7;0.18;0.22;4.2;0.042;25;111;0.994;3.35;0.39;9.4;5
1571;red;7.7;0.75;0.27;3.8;0.11;34;89;0.99664;3.24;0.45;9.3;5
1572;red;7.1;0.35;0.29;2.5;0.096;20;53;0.9962;3.42;0.65;11;6
1573;white;9.4;0.26;0.53;1.2;0.047;25;109;0.9921;3.23;0.28;12.5;6
1574;red;7.9;0.2;0.35;1.7;0.054;7;15;0.99458;3.32;0.8;11.9;7
1575;white;6;0.24;0.27;1.9;0.048;40;170;0.9938;3.64;0.54;10;7
1576;white;7;0.21;0.28;8.6;0.045;37;221;0.9954;3.25;0.54;10.4;6
1577;red;7.9;0.5;0.33;2;0.084;15;143;0.9968;3.2;0.55;9.5;5
1578;white;5.8;0.345;0.15;10.8;0.033;26;120;0.99494;3.25;0.49;10;6
1579;white;9;0.24;0.5;1.2;0.048;26;107;0.9918;3.21;0.34;12.4;6
1580;white;7;0.24;0.32;1.3;0.037;39;123;0.992;3.17;0.42;11.2;8
1581;white;6.9;0.4;0.17;12.9;0.033;59;186;0.99754;3.08;0.49;9.4;5
1582;red;8.2;0.57;0.26;2.2;0.06;28;65;0.9959;3.3;0.43;10.1;5
1583;white;6.4;0.28;0.44;7.1;0.048;49;179;0.99528;3.15;0.48;9.2;5
1584;red;10.1;0.38;0.5;2.4;0.104;6;13;0.99643;3.22;0.65;11.6;7
1585;white;6.3;0.24;0.29;13.7;0.035;53;134;0.99567;3.17;0.38;10.6;6
1586;red;10.3;0.27;0.24;2.1;0.072;15;33;0.9956;3.22;0.66;12.8;6
1587;white;7.2;0.24;0.24;1.7;0.045;18;161;0.99196;3.25;0.53;11.2;6
1588;white;6.8;0.73;0.2;6.6;0.054;25;65;0.99324;3.12;0.28;11.1;4
1589;red;9;0.38;0.41;2.4;0.103;6;10;0.99604;3.13;0.58;11.9;7
1590;white;7;0.32;0.35;1.5;0.039;24;125;0.9918;3.17;0.64;12.2;6
1591;white;6.1;0.31;0.37;8.4;0.031;70;170;0.9934;3.42;0.4;11.7;8
1592;white;7;0.57;0.1;8.3;0.094;23;188;0.9972;3.4;0.47;9.2;4
1593;white;7.2;0.24;0.34;1.1;0.045;3;64;0.9913;3.23;0.51;11.4;5
1594;red;6.6;0.96;0;1.8;0.082;5;16;0.9936;3.5;0.44;11.9;6
1595;white;8.5;0.21;0.41;4.3;0.036;24;99;0.9947;3.18;0.53;9.7;6
1596;white;6.8;0.23;0.33;1.9;0.047;20;101;0.9914;3.1;0.46;11.1;6
1597;white;6.4;0.14;0.28;7.9;0.057;21;82;0.99425;3.26;0.36;10;6
1598;white;6.8;0.27;0.22;8.1;0.034;55;203;0.9961;3.19;0.52;8.9;5
1599;white;6;0.615;0.04;0.8;0.032;8;50;0.99036;3.14;0.4;11;4
